Rank,TICK,TICK_LON,Company,Market,Volyme,Market Cam,marketcap,PRICE,VOLUME,volumeavg,high52,change,IF VOL > 5XAVG -> TRUE,IF VOL > 10XAVG -> TRUE
,IQG,LON:IQG,IQGEO Group,FTSE AIM,406.00,250.5,296271168,"467,55",99715,67764,480,75,FALSE,FALSE
455,HLCL,LON:HLCL,Helical,FTSE Small Cap,202.50,249.8,282483179,230,12877,94557,"289,5","-1,5",FALSE,FALSE
456,RSE,LON:RSE,Riverstone Energy Ltd,FTSE Small Cap,917.00,248.9,249367074,"921,25",2737,35434,1045,"-1,75",FALSE,FALSE
,CGL,LON:CGL,Castelnau Group Ltd,,78.00,248.5,250128700,80,174804,15808,80,"1,5",TRUE,TRUE
,KITW,LON:KITW,Kitwave Group,FTSE AIM,350.00,245.4,270081312,"385,22",62117,241483,"409,5","1,22",FALSE,FALSE
457,XPP,LON:XPP,XP Power Ltd,FTSE Small Cap,"1,036.00",245.3,275087202,"1163,78",30847,38492,"22,98","-0,34",FALSE,FALSE
458,BOOT,LON:BOOT,Boot (Henry),FTSE Small Cap,182.00,243.9,259263297,"192,75",177580,162666,"110,89","0,48",FALSE,FALSE
459,JUSC,LON:JUSC,JPMorgan US Smaller Companies IT,FTSE Small Cap,383.00,243.4,251999970,407,38460,122027,412,"5,9",FALSE,FALSE
460,SOHO,LON:SOHO,Triple Point Social Housing REIT,FTSE Small Cap,61.80,243.2,239809969,"60,95",495143,404033,"2,5","-0,01",FALSE,FALSE
,FNX,LON:FNX,Fonix Mobile,FTSE AIM,242.50,242.2,240728017,"243,22",54267,75603,"113,75","0,77",FALSE,FALSE
461,MNL,LON:MNL,Manchester & London Investment Trust,FTSE Small Cap,600.00,241.2,255225613,635,18000,61739,692,5,FALSE,FALSE
,EQLS,LON:EQLS,Equals Group,FTSE AIM,128.00,240.2,237349167,"126,5",412251,690654,"26,17","-0,35",FALSE,FALSE
462,IBT,LON:IBT,International Biotechnology Trust,FTSE Small Cap,627.00,240.0,241373658,"640,88",68215,54054,704,"3,88",FALSE,FALSE
463,BGUK,LON:BGUK,Baillie Gifford UK Growth Fund,FTSE Small Cap,161.50,238.9,251088654,"171,18",438679,263250,"174,6","0,18",FALSE,FALSE
,ASY,LON:ASY,Andrews Sykes Group,FTSE AIM,570.00,238.6,249519998,"596,1",433,2872,775,"-3,9",FALSE,FALSE
,GENL,LON:GENL,Genel Energy,,85.20,238.1,264317360,"94,88",517722,330521,"123,8","2,18",FALSE,FALSE
464,GMS,LON:GMS,Gulf Marine Services,FTSE Small Cap,23.30,236.8,205157346,"20,2",1112808,1877582,"101,04","0,26",FALSE,FALSE
465,NRR,LON:NRR,NewRiver REIT,FTSE Small Cap,75.60,234.6,231845633,"74,7",89052,473520,"92,11","0,3",FALSE,FALSE
,LTHM,LON:LTHM,Latham (James),FTSE AIM,"1,160.00",233.9,244944000,1215,3395,7991,"0,21","-0,01",FALSE,FALSE
,BVXP,LON:BVXP,Bioventix,FTSE AIM,"4,475.00",233.6,227629241,4361,3420,5551,5100,-14,FALSE,FALSE
,AERS,LON:AERS,Aquila European Renewables,,63.40,233.1,237631530,"62,92",43233,21776,"0,01",0,FALSE,FALSE
,VTU,LON:VTU,Vertu Motors,FTSE AIM,68.60,231.6,254889585,"75,25",430094,483893,"88,02","1,25",FALSE,FALSE
466,SUS,LON:SUS,S & U,FTSE Small Cap,"1,900.00",230.9,245445150,2020,200,5373,2570,"22,5",FALSE,FALSE
467,COST,LON:COST,Costain Group,FTSE Small Cap,83.20,230.2,226851571,"81,5",292805,550796,"789,48","3,52",FALSE,FALSE
468,IPF,LON:IPF,International Personal Finance,FTSE Small Cap,102.50,229.8,253876224,112,1605023,319329,"134,5","2,5",TRUE,FALSE
,LGRS,LON:LGRS,Loungers,FTSE AIM,221.00,229.3,280125000,270,7271,113753,274,-1,FALSE,FALSE
,TPFG,LON:TPFG,Property Franchise Group,FTSE AIM,367.50,229.1,243268127,394,22032,63243,410,"1,5",FALSE,FALSE
,RCN,LON:RCN,Redcentric,FTSE AIM,144.50,228.7,226307081,143,36321,76265,148,-5,FALSE,FALSE
469,FSTA,LON:FSTA,Fuller Smith & Turner,FTSE Small Cap,612.00,227.9,232068693,634,29651,52443,"48,54","0,1",FALSE,FALSE
470,MACF,LON:MACF,Macfarlane Group,FTSE Small Cap,143.00,227.3,196675085,"123,5",162014,506180,"147,5",0,FALSE,FALSE
471,CPI,LON:CPI,Capita,FTSE Small Cap,13.46,226.7,239386125,"14,17",1910656,5610264,"35,93","-0,16",FALSE,FALSE
472,ADIG,LON:ADIG,abrdn Diversified Income & Growth,FTSE Small Cap,75.20,226.6,241365191,"80,12",438332,561954,"88,4","-0,08",FALSE,FALSE
,SAA,LON:SAA,M&C Saatchi,FTSE AIM,183.00,223.7,246959948,202,109735,417723,26,"0,51",FALSE,FALSE
474,RCH,LON:RCH,Reach,FTSE Small Cap,70.20,223.2,252789886,"79,6",3635565,656090,"3333,4","20,5",TRUE,FALSE
475,MTRO,LON:MTRO,Metro Bank Holdings,FTSE Small Cap,33.05,222.3,234036675,"34,79",935030,1318747,0,0,FALSE,FALSE
,BGLP,LON:BGLP,Blackstone Loan Financing Ltd,,49.70,220.0,256788600,"50,73",14291,83353,"62,6","0,73",FALSE,FALSE
476,SREI,LON:SREI,Schroder Real Estate Investment Trust Ltd,FTSE Small Cap,44.80,219.1,220099770,45,402201,811108,"47,45","0,1",FALSE,FALSE
,TSTL,LON:TSTL,Tristel,FTSE AIM,455.00,216.2,210797087,"443,55",23146,47336,"503,5","-8,95",FALSE,FALSE
477,FJV,LON:FJV,Fidelity Japan Trust,FTSE Small Cap,174.00,215.8,215228814,177,138398,192998,187,"-0,5",FALSE,FALSE
478,OXB,LON:OXB,Oxford BioMedica,FTSE Small Cap,215.00,215.6,326000652,"325,51",136796,313694,"474,5","8,01",FALSE,FALSE
,FTV,LON:FTV,Foresight VCT,,79.00,214.6,206106759,"76,5",11378,26590,"87,1","0,83",FALSE,FALSE
479,SFR,LON:SFR,Severfield,FTSE Small Cap,68.80,213.0,224390187,"72,2",636829,495595,"0,47","0,07",FALSE,FALSE
,BRCK,LON:BRCK,Brickability Group,FTSE AIM,66.00,210.9,246072358,"76,94",230928,444950,78,"-0,07",FALSE,FALSE
,BMD,LON:BMD,Baronsmead Second Venture Trust,,55.50,207.0,213952545,"53,5",43004,3469,"60,5",-2,TRUE,TRUE
,ECOR,LON:ECOR,Ecora Resources,,79.40,204.8,207640000,"83,57",2016235,834733,"125,4","0,57",FALSE,FALSE
,THS,LON:THS,Tharisa,,68.00,204.0,4985548480,71,246587,200291,"54,52","0,35",FALSE,FALSE
480,FCH,LON:FCH,Funding Circle Holdings,FTSE Small Cap,56.40,203.8,278201621,"78,4",1003016,1577907,90,"-4,2",FALSE,FALSE
,JLP,LON:JLP,Jubilee Metals Group,FTSE AIM,6.80,202.9,225701247,"7,51",1170820,4446735,"9,3","0,01",FALSE,FALSE
481,IAT,LON:IAT,Invesco Asia Trust,FTSE Small Cap,304.50,202.7,216838274,329,32287,77692,"43,47","0,37",FALSE,FALSE
,KEYS,LON:KEYS,Keystone Law Group,FTSE AIM,640.00,201.5,216270297,"686,98",12785,111777,"172,72","1,13",FALSE,FALSE
482,EGL,LON:EGL,Ecofin Global Utilities And Infrastructure Trust,FTSE Small Cap,176.00,201.2,205630460,"185,8",59858,288120,219,"1,3",FALSE,FALSE
483,SMIF,LON:SMIF,TwentyFour Select Monthly Income Fund Ltd,FTSE Small Cap,82.20,199.8,206418136,"83,23",340938,541248,"85,8","0,03",FALSE,FALSE
,PEMB,LON:PEMB,Pembroke VCT B,,98.00,198.5,215147500,"96,5",80276,223874,111,"-1,5",FALSE,FALSE
485,API,LON:API,Abrdn Property Income Trust Ltd,FTSE Small Cap,51.40,195.9,198424382,"52,05",1287201,2433818,"3,5","0,03",FALSE,FALSE
486,GYM,LON:GYM,The Gym Group,FTSE Small Cap,109.40,195.5,207455358,"115,8",796405,189413,"0,8",0,FALSE,FALSE
,BVT,LON:BVT,Baronsmead Venture Trust,,52.50,195.4,201106418,"51,5",816,10751,57,"-1,5",FALSE,FALSE
487,MCB,LON:MCB,McBride,FTSE Small Cap,112.00,194.9,192147580,"110,42",75017,437147,"57,15","0,59",FALSE,FALSE
,TUNE,LON:TUNE,Focusrite,FTSE AIM,332.50,194.8,230170412,"388,73",14111,90236,610,"8,73",FALSE,FALSE
488,SCP,LON:SCP,Schroder UK Mid Cap Fund,FTSE Small Cap,560.00,193.7,206076161,"595,92",55115,56361,604,"3,92",FALSE,FALSE
,GTE,LON:GTE,Gran Tierra Energy Inc,,600.00,193.5,288256050,"750,35",14000,17,"9,47","-0,12",TRUE,TRUE
,SAAS,LON:SAAS,Microlise Group,FTSE AIM,166.50,193.1,178556686,154,29198,44941,178,3,FALSE,FALSE
,HVO,LON:HVO,Hvivo,FTSE AIM,28.25,192.2,188973320,"27,78",765459,1576130,32,"0,27",FALSE,FALSE
,APH,LON:APH,Alliance Pharma,FTSE AIM,35.50,191.8,184616705,"34,16",807993,1939685,"128,63","0,44",FALSE,FALSE
489,SCF,LON:SCF,Schroder Income Growth Fund,FTSE Small Cap,276.00,191.7,199865089,"287,89",37997,96429,312,"-1,11",FALSE,FALSE
490,HSW,LON:HSW,Hostelworld Group,FTSE Small Cap,154.50,191.0,200994171,161,898589,689997,"173,5","4,5",FALSE,FALSE
,SAG,LON:SAG,Science Group,FTSE AIM,415.00,189.7,200883135,"439,55",2246,29820,"0,13",0,FALSE,FALSE
491,CAPD,LON:CAPD,Capital Ltd,FTSE Small Cap,97.50,188.9,190388418,"97,63",92936,119578,"105,61","-1,17",FALSE,FALSE
492,OIT,LON:OIT,Odyssean Investment Trust,FTSE Small Cap,156.00,188.4,202169522,"165,71",175790,206495,169,"-0,79",FALSE,FALSE
,BPM,LON:BPM,BP Marsh & Partners,FTSE AIM,503.00,187.3,176669730,"474,5",9480,12588,518,"-10,5",FALSE,FALSE
,ADVT,LON:ADVT,AdvancedAdvT Ltd,FTSE AIM,140.50,187.1,188411395,"141,45",25977,312093,0,0,FALSE,FALSE
493,ARR,LON:ARR,Aurora Investment Trust,FTSE Small Cap,243.00,185.3,189205995,248,38108,85317,27,"0,1",FALSE,FALSE
,SOM,LON:SOM,Somero Enterprises Inc,FTSE AIM,335.00,184.7,179292679,340,111875,105477,380,"7,5",FALSE,FALSE
,HSP,LON:HSP,Hargreaves Services,FTSE AIM,562.00,184.4,189620645,578,9929,41445,590,6,FALSE,FALSE
494,DGI9,LON:DGI9,Digital 9 Infrastructure,FTSE Small Cap,21.25,183.8,196394708,"22,63",996408,2656957,72,"0,25",FALSE,FALSE
495,ZTF,LON:ZTF,Zotefoams,FTSE Small Cap,375.00,183.2,211504132,433,20068,51792,"448,95",-7,FALSE,FALSE
496,AJOT,LON:AJOT,AVI Japan Opportunity Trust,FTSE Small Cap,130.00,182.6,183268965,"129,51",82432,114528,134,"-1,99",FALSE,FALSE
497,AUGM,LON:AUGM,Augmentum Fintech,FTSE Small Cap,105.00,178.6,175570888,"103,44",194122,186379,"113,5","0,47",FALSE,FALSE
,TMO,LON:TMO,Time Out Group,FTSE AIM,52.50,178.4,178372900,"52,68",105000,78035,"603,82","5,56",FALSE,FALSE
,HAT,LON:HAT,H&T Group,FTSE AIM,411.00,178.2,186508780,424,24916,41800,"502,07",-1,FALSE,FALSE
498,JCGI,LON:JCGI,JPMorgan China Growth & Income,FTSE Small Cap,213.00,177.2,213493353,"256,6",142567,224851,"291,5","0,6",FALSE,FALSE
499,MARS,LON:MARS,Marston's,FTSE Small Cap,27.95,177.1,207053249,"32,65",4415533,2283159,"39,35","-1,1",FALSE,FALSE
500,MTU,LON:MTU,Montanaro UK Smaller Companies Inv Tr,FTSE Small Cap,105.00,175.7,180038740,"107,56",200128,428635,110,"1,06",FALSE,FALSE
502,APTD,LON:APTD,Aptitude Software Group,FTSE Small Cap,304.00,174.3,174086039,305,145309,93112,"370,25","1,5",FALSE,FALSE
,ARBB,LON:ARBB,Arbuthnot Banking Group,FTSE AIM,"1,065.00",173.3,168922858,"1036,95",1047,2795,"4,8","0,01",FALSE,FALSE
,SLP,LON:SLP,Sylvania Platinum Ltd,FTSE AIM,65.50,171.3,182060604,"69,8",887121,1003272,"52,69","1,62",FALSE,FALSE
,SEE,LON:SEE,Seeing Machines Ltd,FTSE AIM,04.04,167.9,202672711,"4,89",2742283,6470300,"47,12","0,35",FALSE,FALSE
,BEG,LON:BEG,Begbies Traynor Group,FTSE AIM,106.00,167.4,165562689,"103,5",54100,274541,"136,5","-1,5",FALSE,FALSE
503,JZCP,LON:JZCP,JZ Capital Partners Ltd,FTSE Small Cap,215.00,166.6,166085900,214,173684,3207,240,-1,TRUE,TRUE
504,JSGI,LON:JSGI,Jpmorgan Japan Small Cap Growth & Income,FTSE Small Cap,306.00,166.3,163877900,"301,16",31357,85816,337,"-0,84",FALSE,FALSE
,SRAD,LON:SRAD,Stelrad Group,,130.50,166.2,160973561,"126,4",72,19608,"15,57","-0,05",FALSE,FALSE
,CMCL,LON:CMCL,Caledonia Mining Corp,FTSE AIM,825.00,165.7,196167999,800,140,3232,"14,34","0,21",FALSE,FALSE
505,DLAR,LON:DLAR,De La Rue,FTSE Small Cap,84.00,164.5,179434504,"91,6",85705,263677,100,"2,6",FALSE,FALSE
506,FOXT,LON:FOXT,Foxtons Group,FTSE Small Cap,54.60,164.5,205145012,68,1235883,1077964,"68,8","3,13",FALSE,FALSE
507,CLIG,LON:CLIG,City of London Investment Group,FTSE Small Cap,324.00,164.2,176743728,"349,78",150660,55260,"457,75","6,78",FALSE,FALSE
508,OIG,LON:OIG,Oryx International Growth Fund Ltd,FTSE Small Cap,"1,170.00",163.8,200200000,1430,13413,6692,1440,85,FALSE,FALSE
509,SAGA,LON:SAGA,Saga,FTSE Small Cap,114.80,162.8,173754376,121,1128042,406028,"161,44","2,6",FALSE,FALSE
,CGS,LON:CGS,Castings,,371.00,161.2,167313492,385,547209,28616,428,-1,TRUE,TRUE
511,LTI,LON:LTI,Lindsell Train Investment Trust,FTSE Small Cap,"80,600.00",161.2,159880004,"799,4",417,341,1065,"11,4",FALSE,FALSE
,KETL,LON:KETL,Strix Group,FTSE AIM,73.70,161.2,183896244,"83,7",226403,362902,"112,8","2,88",FALSE,FALSE
,BSC,LON:BSC,British Smaller Companies VCT 2,,56.50,160.8,160821100,56,248584,1830,"57,5","-0,5",TRUE,TRUE
512,SEC,LON:SEC,Strategic Equity Capital,FTSE Small Cap,330.00,160.0,168890902,352,35165,63608,352,9,FALSE,FALSE
,GTLY,LON:GTLY,Gateley (Holdings),FTSE AIM,120.50,158.6,150201352,"114,5",562085,200014,"176,5","-0,5",FALSE,FALSE
513,NXR,LON:NXR,Norcros,FTSE Small Cap,177.00,158.0,191626537,"213,86",58170,92078,227,"-0,14",FALSE,FALSE
514,CNE,LON:CNE,Capricorn Energy,FTSE Small Cap,170.60,157.8,165001194,"180,51",125954,172393,"697,45","0,51",FALSE,FALSE
515,FTF,LON:FTF,Foresight Enterprise VCT,,57.50,157.3,157478700,59,16800,4455,"6,56","-0,01",FALSE,FALSE
,SOLI,LON:SOLI,Solid State,FTSE AIM,"1,375.00",156.2,166056981,1488,4359,12065,"1497,5",-2,FALSE,FALSE
,AVCT,LON:AVCT,Avacta Group,FTSE AIM,44.50,156.0,159863411,"44,88",819868,3050128,"166,98","0,23",FALSE,FALSE
,SHG,LON:SHG,Shanta Gold Ltd,FTSE AIM,14.74,155.0,155210200,"14,8",110400000,7412998,"38,65","-0,09",TRUE,TRUE
516,BRSA,LON:BRSA,BlackRock Sustainable American Income Trust,FTSE Small Cap,196.00,154.4,157629800,203,62476,167837,206,-2,FALSE,FALSE
,PVN,LON:PVN,ProVen VCT,,59.50,154.2,162027600,"58,18",0,768,"63,5","-1,32",FALSE,FALSE
517,BASC,LON:BASC,Brown Advisory US Smaller Companies,FTSE Small Cap,"1,295.00",153.6,159332393,"1343,2",6243,21035,1360,"-6,8",FALSE,FALSE
,GPH,LON:GPH,Global Ports Holding,,200.00,152.9,157751056,206,39920,47599,"1,73",0,FALSE,FALSE
,I3E,LON:I3E,i3 Energy,FTSE AIM,12.66,152.2,130585740,"10,89",1048657,2809848,"19,9","0,14",FALSE,FALSE
518,BERI,LON:BERI,BlackRock Energy and Resources Income Trust,FTSE Small Cap,119.00,152.1,156257752,125,241465,264991,"0,25",0,FALSE,FALSE
,ECEL,LON:ECEL,Eurocell,,137.00,151.7,144908505,"133,1",830694,155669,139,1,TRUE,FALSE
,LBG,LON:LBG,LBG Media,FTSE AIM,72.50,151.6,177299591,"84,8",1274576,86721,"105,1","9,8",TRUE,TRUE
519,JARA,LON:JARA,JPMorgan Global Core Real Assets Ltd,FTSE Small Cap,72.00,151.5,163569400,"77,83",378598,515748,"92,6","1,23",FALSE,FALSE
,IOM,LON:IOM,Iomart Group,FTSE AIM,134.00,150.3,157674956,"140,52",40706,333351,"193,6","0,52",FALSE,FALSE
,SVML,LON:SVML,Sovereign Metals Ltd,FTSE AIM,26.50,150.3,289946685,"27,9",15000,37351,"30,34","-0,6",FALSE,FALSE
,PGOO,LON:PGOO,ProVen Growth & Income VCT,,49.15,149.8,160111563,"50,5",3,938,53,"1,35",FALSE,FALSE
,MERC,LON:MERC,Mercia Asset Management,FTSE AIM,34.50,149.7,144943478,"33,5",328138,684710,"11,2","-0,09",FALSE,FALSE
,NET,LON:NET,Netcall,FTSE AIM,90.00,148.4,146767942,89,37594,343556,116,"0,12",FALSE,FALSE
520,MMIT,LON:MMIT,Mobius Investment Trust,FTSE Small Cap,128.50,148.3,153508999,133,234341,141505,"24,71",0,FALSE,FALSE
,PU13,LON:PU13,Puma VCT 13,,122.50,147.3,147860300,120,0,0,"127,5","-2,5",FALSE,FALSE
,PGHZ,LON:PGHZ,PCGH ZDP,,121.00,146.7,#N/A,"120,3",58240,4093,"122,96","-0,7",TRUE,TRUE
521,AEI,LON:AEI,Abrdn Equity Income Trust,FTSE Small Cap,307.00,146.7,151945201,318,91741,105307,"2,08","0,04",FALSE,FALSE
522,ASIT,LON:ASIT,Aberforth Split Level Income Trust,FTSE Small Cap,77.00,146.5,222873619,82,1,77979,"85,92","-1,75",FALSE,FALSE
,JSE,LON:JSE,Jadestone Energy Inc,FTSE AIM,27.00,146.0,181179860,"33,6",890937,1315310,56,"-0,4",FALSE,FALSE
,PPHC,LON:PPHC,Public Policy Holding Company Inc,FTSE AIM,126.00,145.3,145374225,"123,9",4098,13596,135,"-1,6",FALSE,FALSE
523,IGC,LON:IGC,India Capital Growth Fund Ltd,FTSE Small Cap,168.00,145.2,149003415,"171,45",545728,378254,"0,91","0,03",FALSE,FALSE
,GHH,LON:GHH,Gooch & Housego,FTSE AIM,562.00,144.9,146518327,"568,2",14856,49622,"685,66","4,2",FALSE,FALSE
,EYE,LON:EYE,Eagle Eye,FTSE AIM,485.00,143.6,142146900,"480,01",14858,20975,"27,02","0,27",FALSE,FALSE
524,ULTP,LON:ULTP,Ultimate Products,FTSE Small Cap,164.50,143.0,129056461,"144,5",118004,175387,"185,5","1,75",FALSE,FALSE
,HHV,LON:HHV,Hargreave Hale AIM VCT 1,,40.80,142.7,147951552,"40,4",21241,20640,51,"-0,8",FALSE,FALSE
,BSE,LON:BSE,Base Resources Ltd,FTSE AIM,12.00,142.4,294616029,"13,35",51626,421243,"13,5","0,1",FALSE,FALSE
,SUP,LON:SUP,Supreme,FTSE AIM,121.50,141.6,154966147,"132,25",52201,152130,"4,57","-0,01",FALSE,FALSE
525,FSJ,LON:FSJ,Fisher (James) & Sons,FTSE Small Cap,280.00,141.4,151494180,"299,48",65649,186132,"427,5","-5,52",FALSE,FALSE
,AFC,LON:AFC,AFC Energy,FTSE AIM,18.88,141.1,151336886,"20,05",605834,1772594,24,"-0,35",FALSE,FALSE
526,VSL,LON:VSL,VPC Specialty Lending Investments,FTSE Small Cap,50.60,140.8,130478239,"46,89",283816,228794,"80,4","0,04",FALSE,FALSE
527,HEAD,LON:HEAD,Headlam Group,FTSE Small Cap,173.50,140.2,126265769,"157,5",1585378,126958,285,"-19,5",TRUE,TRUE
,OMG,LON:OMG,Oxford Metrics,FTSE AIM,106.00,139.3,149052508,"113,4",99621,156683,"0,19",0,FALSE,FALSE
,KIST,LON:KIST,Kistos Holdings,FTSE AIM,167.50,138.8,129176237,"155,89",198223,143520,277,"-0,11",FALSE,FALSE
528,AEWU,LON:AEWU,AEW UK REIT,FTSE Small Cap,87.20,138.1,137037365,87,208855,336416,"104,2",1,FALSE,FALSE
529,IPU,LON:IPU,Invesco Perpetual UK Smaller Companies Investment Trust,FTSE Small Cap,407.50,137.8,141951334,"419,04",24424,52629,445,"2,04",FALSE,FALSE
530,LABS,LON:LABS,Life Science Reit,FTSE Small Cap,39.20,137.2,133349994,"38,1",1568573,958512,"77,4","0,05",FALSE,FALSE
,GHT,LON:GHT,Gresham Technologies,,163.00,136.7,135457220,"161,5",74900,988967,164,"-0,5",FALSE,FALSE
531,SSIT,LON:SSIT,Seraphim Space Investment Trust,FTSE Small Cap,57.30,135.9,163505668,"68,93",343431,399777,75,"-2,07",FALSE,FALSE
,PEEL,LON:PEEL,Peel Hunt Ltd,FTSE AIM,110.50,135.7,159649100,130,85894,67171,142,0,FALSE,FALSE
,MSI,LON:MSI,MS International,FTSE AIM,830.00,135.5,161288431,988,17568,13613,"364,47","3,3",FALSE,FALSE
532,CVCG,LON:CVCG,CVC Income & Growth Ltd,FTSE Small Cap,113.00,135.0,215721500,"112,8",230347,417505,"116,5","0,8",FALSE,FALSE
533,PSDL,LON:PSDL,Phoenix Spree Deutschland Ltd,FTSE Small Cap,147.00,135.0,138494451,151,65626,56680,208,-3,FALSE,FALSE
,AXS,LON:AXS,Accsys Technologies,FTSE AIM,56.30,134.7,138629570,"58,4",50196,51865,"71,38","-0,06",FALSE,FALSE
,AVG,LON:AVG,Avingtrans,FTSE AIM,405.00,134.0,140301260,424,47980,20956,"0,04",0,FALSE,FALSE
,4BB,LON:4BB,4basebio,FTSE AIM,"1,045.00",133.8,177992280,1390,18162,1942,1390,170,TRUE,FALSE
,AAEV,LON:AAEV,Albion Enterprise VCT,,119.50,133.6,134072000,115,0,904,124,"-4,5",FALSE,FALSE
534,STB,LON:STB,Secure Trust Bank,FTSE Small Cap,702.00,133.6,135337644,700,31170,20696,750,"-0,5",FALSE,FALSE
,AGY,LON:AGY,Allergy Therapeutics,FTSE AIM,2.80,133.5,147283022,"3,09",594033,651706,"3,38","-0,1",FALSE,FALSE
,ALL,LON:ALL,Atlantic Lithium Ltd,FTSE AIM,20.45,132.9,143283915,"21,45",290386,969791,"177,37","0,37",FALSE,FALSE
,GEM,LON:GEM,Gemfields Group Ltd,FTSE AIM,11.63,132.4,3159198400,"12,65",59699,121291,"32,71","0,09",FALSE,FALSE
535,DORE,LON:DORE,Downing Renewables & Infrastructure Trust,FTSE Small Cap,73.80,132.3,134468633,"75,94",111562,234213,"110,5","0,04",FALSE,FALSE
536,KPC,LON:KPC,Keystone Positive Change Investment Trust,FTSE Small Cap,217.00,131.8,132702594,"220,51",41717,110939,234,"-0,49",FALSE,FALSE
,LIT,LON:LIT,Litigation Capital Management Ltd,FTSE AIM,112.00,131.0,137247612,"117,7",93027,92339,"69,09","0,58",FALSE,FALSE
,AQX,LON:AQX,Aquis Exchange,FTSE AIM,475.00,130.8,128444744,"466,48",29283,16443,"479,5","1,48",FALSE,FALSE
537,PFC,LON:PFC,Petrofac Ltd,FTSE Small Cap,25.00,130.5,55001930,"10,5",440000,7960293,"24,87","0,12",FALSE,FALSE
,ANCR,LON:ANCR,Animalcare Group,FTSE AIM,217.00,130.4,135543359,"225,5",18223,56245,240,"-5,5",FALSE,FALSE
,AADV,LON:AADV,Albion Development VCT,,87.00,130.4,126016800,"84,85",84000,46660,90,"-0,15",FALSE,FALSE
538,MGCI,LON:MGCI,M&G Credit Income Investment Trust,FTSE Small Cap,92.20,129.9,130251616,"92,43",236839,245928,98,"0,33",FALSE,FALSE
539,SNWS,LON:SNWS,Smiths News,FTSE Small Cap,52.40,129.8,155891494,"62,95",2426924,382832,"65,2","0,75",TRUE,FALSE
,DUKE,LON:DUKE,Duke Capital Ltd,FTSE AIM,31.20,129.6,138880529,"32,95",348438,648514,"35,5","-0,05",FALSE,FALSE
540,MAJE,LON:MAJE,Majedie Investments,FTSE Small Cap,244.00,129.3,130398170,"246,04",4516,34574,254,"1,04",FALSE,FALSE
,CHH,LON:CHH,Churchill China,FTSE AIM,"1,175.00",129.2,129609426,1200,3492,16109,"136,02","1,35",FALSE,FALSE
,AMAT,LON:AMAT,Amati AIM VCT,,85.50,129.0,131151141,"87,88",10645,8451,"214,91","2,36",FALSE,FALSE
,CCP,LON:CCP,Celtic,FTSE AIM,135.00,127.8,131591647,139,4751,2667,140,"1,5",FALSE,FALSE
,GRX,LON:GRX,Greenx Metals Ltd,,46.20,126.2,234942700,"45,95",4339,3322,"10,3","0,06",FALSE,FALSE
,CREO,LON:CREO,Creo Medical Group,FTSE AIM,34.75,125.6,126769772,35,465317,486522,50,"-0,24",FALSE,FALSE
,EKF,LON:EKF,EKF Diagnostics Holdings,FTSE AIM,27.60,125.2,149331743,"32,91",2508708,279490,"38,22","3,01",TRUE,FALSE
,CAM,LON:CAM,Camellia,FTSE AIM,"4,520.00",124.8,123737600,4440,920,637,"0,43",0,FALSE,FALSE
541,CYN,LON:CYN,CQS Natural Resources Growth & Income,FTSE Small Cap,185.50,124.1,129230228,194,86005,181783,"1,25",0,FALSE,FALSE
542,SDY,LON:SDY,Speedy Hire,FTSE Small Cap,26.80,123.8,127633382,"27,65",3954411,1495390,"132,33","0,33",FALSE,FALSE
,ECK,LON:ECK,Eckoh,FTSE AIM,42.50,123.4,111816073,"38,5",185058,342771,"46,7","-0,5",FALSE,FALSE
,EPWN,LON:EPWN,Epwin Group,FTSE AIM,86.50,123.3,128585353,"90,36",280230,191954,95,"-1,64",FALSE,FALSE
543,VANQ,LON:VANQ,Vanquis Banking Group,FTSE Small Cap,48.00,123.1,139013700,"57,7",2502347,1233064,234,"3,52",FALSE,FALSE
544,MOTR,LON:MOTR,Motorpoint Group,FTSE Small Cap,139.00,123.0,128940969,"144,5",59149,74203,145,"-0,5",FALSE,FALSE
,ACRL,LON:ACRL,Accrol Group Holdings,FTSE AIM,38.45,122.6,123086903,"38,6",3280556,3723041,"0,01",0,FALSE,FALSE
,WKOF,LON:WKOF,Weiss Korea Opportunity Fund Ltd,FTSE AIM,177.00,122.6,121214712,175,54,8060,185,"0,5",FALSE,FALSE
,MVCT,LON:MVCT,Molten Ventures VCT,,45.00,121.6,121372600,"44,91",0,26469,50,"-0,09",FALSE,FALSE
545,REC,LON:REC,Record,FTSE Small Cap,63.20,121.3,131407618,"66,02",92706,177803,"0,06",0,FALSE,FALSE
546,BGCG,LON:BGCG,Baillie Gifford China Growth Trust,FTSE Small Cap,196.00,121.0,137473971,"224,13",118177,117692,243,"-0,87",FALSE,FALSE
547,RIII,LON:RIII,Rights and Issues Inv Trust,FTSE Small Cap,"2,180.00",119.3,121742629,2280,5006,5264,2340,-10,FALSE,FALSE
,CARR,LON:CARR,Carr's Group,,125.50,118.4,127912901,"135,53",64876,65847,"66,32","0,97",FALSE,FALSE
,IGR,LON:IGR,IG Design Group,FTSE AIM,120.00,117.9,164624325,168,104970,261447,"5,62","0,05",FALSE,FALSE
,NTN,LON:NTN,Northern 3 VCT,,84.50,116.7,123559278,83,1053,1182,"87,5","-1,5",FALSE,FALSE
,BKS,LON:BKS,Beeks Financial Cloud Group,FTSE AIM,174.50,115.9,115816677,"174,15",13904,111228,"0,04",0,FALSE,FALSE
